"cmd"
0,119174003601074
0,115607023239136
0,114891052246094
0,123837947845459
0,114108085632324
0,118728160858154
0,111737012863159
0,115941047668457
0,115180969238281
0,12190318107605
0,117695093154907
0,116822004318237
0,120000839233398
0,112439870834351
0,11989688873291
0,119155168533325
0,122968196868896
0,114315986633301
0,11604380607605
0,112831830978394
0,113758087158203
0,116402149200439
0,116665124893188
0,120304822921753
0,115875005722046
0,123342037200928
0,124514102935791
0,115880012512207
0,11946702003479
0,119796991348267
0,11253809928894
0,121622085571289
0,113631963729858
0,113538026809692
0,11601996421814
0,115746974945068
0,110516786575317
0,114478826522827
0,11902904510498
0,113201856613159
0,112153053283691
0,116463184356689
0,117653846740723
0,118993997573853
0,114717960357666
0,11220908164978
0,114349126815796
0,116852045059204
0,113188028335571
0,112756013870239
