"cmd"
1,92161989212036
1,85232305526733
1,75715804100037
1,73590397834778
1,77128601074219
1,7668149471283
1,82020688056946
1,74695205688477
1,83941507339478
1,77280902862549
1,69759607315063
1,70266819000244
1,75442695617676
1,84897804260254
2,03888201713562
1,87173914909363
1,82534503936768
1,74832391738892
1,76746702194214
1,71886396408081
1,72734618186951
1,77413415908813
1,88214588165283
1,83448600769043
1,7554931640625
1,71456503868103
1,73184990882874
1,73642301559448
1,75078415870667
1,80082106590271
1,78505396842957
1,7732400894165
1,79120397567749
1,9558219909668
1,84316396713257
1,84518003463745
1,82748603820801
1,8212559223175
1,83826589584351
1,75396203994751
1,78051280975342
1,78936219215393
1,69634103775024
1,81302618980408
1,78884601593018
1,70618295669556
1,729248046875
1,70217609405518
1,88834404945374
1,90114188194275
